gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
MSTRG.2535	transcript7723,transcript7724,transcript7725	23.43	15.89	18.53	15.98	14.19	15.69
MSTRG.2536	transcript7726	0.43	0.10	0.26	5.04	6.75	5.67
MSTRG.2537	transcript7728	0.28	0.00	0.00	3.41	5.42	5.65
MSTRG.2538	transcript7729	0.00	0.00	0.00	3.22	2.85	1.71
MSTRG.2539	transcript7739	12.41	8.58	17.83	92.68	79.87	87.04
MSTRG.254	transcript1324,transcript1325	37.86	58.20	64.53	5.53	4.78	8.07
MSTRG.2540	transcript7744,transcript7745	3.46	3.34	4.39	2.08	2.32	2.75
MSTRG.2541	transcript7747	110.95	76.76	129.26	195.38	199.24	217.49
MSTRG.2542	transcript7748	49.41	22.81	34.71	49.67	42.48	40.42
MSTRG.2543	transcript7749,transcript7750	7.60	6.01	7.89	30.91	25.71	32.68
MSTRG.2544	transcript7754	1.80	0.68	1.07	18.65	13.73	18.41
MSTRG.2545	transcript7759	39.22	28.27	36.99	69.46	69.05	91.65
MSTRG.2546	transcript7760	18.10	19.64	15.33	17.29	19.46	28.51
MSTRG.2547	transcript7764	38.37	31.06	35.35	35.20	35.04	40.45
MSTRG.2548	transcript7767,transcript7768	161.98	150.40	175.38	33.22	36.34	35.92
MSTRG.2549	transcript7769,transcript7770	82.04	68.54	96.62	36.02	35.50	40.17
MSTRG.255	transcript1331,transcript1332	41.43	48.47	38.04	31.70	33.28	34.99
MSTRG.2550	transcript7771,transcript7772	29.34	22.33	29.08	52.46	58.50	71.65
MSTRG.2551	transcript7782	13.10	13.28	17.28	13.59	13.30	15.42
MSTRG.2552	transcript7785	1.56	1.53	1.52	0.06	0.02	0.00
MSTRG.2553	transcript7795	4.80	3.31	3.00	1.90	1.86	2.54
MSTRG.2554	transcript7804	3.32	3.35	5.30	6.34	6.32	6.88
MSTRG.2555	transcript7805	8.23	7.36	9.65	5.31	4.40	5.20
MSTRG.2556	transcript7807	0.18	1.71	0.65	0.08	0.03	0.11
MSTRG.2557	transcript7809	0.74	1.47	1.73	0.10	0.12	0.04
MSTRG.2558	transcript7821	379.37	305.30	166.29	24.18	25.60	8.25
MSTRG.2559	transcript7825	81.71	41.87	72.97	31.98	23.65	24.93
MSTRG.256	transcript1334	43.33	27.18	45.67	38.09	40.36	39.98
MSTRG.2560	transcript7826	55.21	56.67	58.54	5.74	4.55	4.24
MSTRG.2561	transcript7838	3.68	3.97	6.56	2.56	2.80	3.70
MSTRG.2562	transcript7842	0.14	0.00	0.05	3.11	3.88	3.99
MSTRG.2563	transcript7848	3.57	9.67	7.84	0.00	0.79	0.00
MSTRG.2564	transcript7853,transcript7854	5.79	4.68	2.06	0.00	0.43	0.00
MSTRG.2565	transcript7858	23.41	25.11	55.55	528.88	664.06	662.37
MSTRG.2566	transcript7866	5.68	3.06	1.16	37.98	20.31	10.05
MSTRG.2567	transcript7868	0.00	0.04	0.04	0.00	0.07	0.00
MSTRG.2568	transcript7872	0.00	0.04	0.04	0.00	0.07	0.00
MSTRG.2569	transcript7881	12.57	14.12	12.32	69.07	91.76	69.83
MSTRG.257	transcript1335,transcript1336	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2570	transcript7883	392.15	120.97	110.54	9.97	11.37	6.39
MSTRG.2571	transcript7890	10.33	11.14	16.04	16.59	15.14	15.48
MSTRG.2572	transcript7891	5.72	0.52	1.69	115.71	106.33	121.16
MSTRG.2573	transcript7892	3.65	2.16	5.01	13.35	13.26	13.21
MSTRG.2574	transcript7893	0.74	0.11	0.70	4.91	4.58	5.94
MSTRG.2575	transcript7896	4.10	3.09	1.59	0.31	0.20	0.19
MSTRG.2576	transcript7897	26.95	25.53	0.68	0.64	1.17	0.57
MSTRG.2577	transcript7898	0.95	0.14	0.65	3.54	2.56	1.93
MSTRG.2578	transcript7909	0.26	0.00	0.51	0.00	0.00	0.00
MSTRG.2579	transcript7910	11.27	10.07	12.12	127.65	150.68	156.98
MSTRG.258	transcript1345	28.89	27.16	29.49	42.16	38.02	35.49
MSTRG.2580	transcript7911	19.79	12.79	25.04	127.93	151.32	165.54
MSTRG.2581	transcript7912	197.99	194.62	165.90	38.62	35.82	30.19
MSTRG.2583	transcript7914	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2584	transcript7915	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2585	transcript7916	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2586	transcript7917	0.95	4.06	0.89	0.00	0.12	0.17
MSTRG.2587	transcript7918	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2588	transcript7919	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2589	transcript7920	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.259	transcript1346	46.73	50.62	64.13	82.31	74.62	81.53
MSTRG.2590	transcript7921	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2591	transcript7922,transcript7923	2.63	1.35	2.80	30.63	40.34	46.39
MSTRG.2592	transcript7924	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2593	transcript7926	1.16	0.44	1.16	0.38	0.00	0.00
MSTRG.2594	transcript7930	0.12	0.00	0.00	6.68	10.20	9.91
MSTRG.2595	transcript7931	3.14	1.04	1.28	113.87	120.62	120.02
MSTRG.2596	transcript7932,transcript7933	2.17	0.78	1.89	70.42	85.27	96.96
MSTRG.2597	transcript7942	2.48	3.73	3.84	3.35	3.57	2.42
MSTRG.2598	transcript7943	3.95	4.80	6.73	1.77	2.03	2.51
MSTRG.2599	transcript7980	31.44	13.80	17.42	372.50	291.45	263.14
MSTRG.26	transcript191	1.88	2.94	4.33	1.64	2.00	1.68
MSTRG.260	transcript1354,transcript1355	11.17	8.32	11.11	9.23	8.92	10.95
MSTRG.2600	transcript7984	2.74	8.69	5.63	7.57	4.17	5.23
MSTRG.2601	transcript7986	5.12	4.73	5.52	2.83	1.93	3.34
MSTRG.2602	transcript7987	0.67	0.00	3.15	3.14	2.01	8.74
MSTRG.2603	transcript7989,transcript7990	50.55	33.29	55.91	47.59	44.60	41.88
MSTRG.2604	transcript7998	0.00	0.04	0.19	1.74	1.96	1.63
MSTRG.2605	transcript7999,transcript8000	15.08	12.36	18.80	26.75	19.69	24.01
MSTRG.2606	transcript8001	42.34	26.96	21.08	1.96	1.63	0.97
MSTRG.2607	transcript8002,transcript8003	16.28	14.38	16.73	19.66	16.16	18.26
MSTRG.2608	transcript8004	63.30	137.56	69.66	0.33	0.12	0.00
MSTRG.2609	transcript8007	0.78	1.45	1.56	0.12	0.03	0.00
MSTRG.261	transcript1356	19.72	18.88	27.53	13.79	17.41	19.08
MSTRG.2610	transcript8010,transcript8011	6.56	8.61	8.69	3.32	2.67	4.60
MSTRG.2611	transcript8012	30.18	23.25	26.80	13.28	12.41	14.24
MSTRG.2612	transcript8016	28.45	32.80	36.82	49.85	53.35	63.12
MSTRG.2613	transcript8019	6.14	8.28	12.39	8.45	7.92	10.74
MSTRG.2614	transcript8020,transcript8021	15.06	12.76	16.01	8.30	8.60	7.82
MSTRG.2615	transcript8027	2.16	1.83	2.76	0.99	1.16	1.48
MSTRG.2616	transcript8036,transcript8037	3.61	2.60	4.01	1.96	2.06	2.65
MSTRG.2617	transcript8038	0.00	0.00	0.00	3.82	5.80	2.49
MSTRG.2618	transcript8039	30.62	30.50	28.90	12.53	13.09	14.04
MSTRG.2619	transcript8040	54.65	44.64	64.09	43.76	39.84	47.10
MSTRG.262	transcript1357	6.63	5.75	10.25	3.19	2.38	3.17
MSTRG.2620	transcript8043,transcript8044	60.05	46.69	47.70	57.64	41.03	40.33
MSTRG.2621	transcript8048,transcript8049	7.39	4.59	6.63	5.18	6.20	7.72
MSTRG.2622	transcript8050	25.36	30.37	40.72	7.35	5.25	5.22
MSTRG.2623	transcript8051	2.68	2.08	3.45	5.33	5.58	4.19
MSTRG.2624	transcript8052	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2625	transcript8053	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2626	transcript8054	2.47	1.90	3.12	4.37	2.13	4.70
MSTRG.2627	transcript8055	0.22	0.10	0.05	1.42	1.56	1.76
MSTRG.2628	transcript8057,transcript8058	11.24	13.12	16.47	20.07	19.24	15.68
MSTRG.2629	transcript8059	5.70	3.72	8.33	38.58	38.65	33.65
MSTRG.263	transcript1359	5.66	3.69	5.63	2.59	2.09	2.52
MSTRG.2630	transcript8061	56.29	44.35	17.02	29.20	25.98	28.03
MSTRG.2631	transcript8062	32.06	26.91	19.14	128.79	153.01	141.98
MSTRG.2632	transcript8063	0.15	0.00	0.00	3.50	2.64	1.93
MSTRG.2633	transcript8064	1.12	1.52	1.02	0.49	0.59	0.25
MSTRG.2634	transcript8065	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2635	transcript8066	157.43	599.92	91.66	0.16	0.78	0.00
MSTRG.2636	transcript8068	403.60	1405.54	270.92	0.79	3.90	0.56
MSTRG.2637	transcript8074	341.04	1213.46	276.78	0.75	3.62	0.67
MSTRG.2638	transcript8075	2045.93	3036.24	934.24	3.20	7.94	2.74
MSTRG.2639	transcript8077	1333.26	2358.42	773.22	3.44	11.04	3.02
MSTRG.264	transcript1364	26.50	22.61	32.36	9.30	9.43	8.39
MSTRG.2640	transcript8081	4358.83	5721.54	2479.87	20.87	45.43	19.44
MSTRG.2641	transcript8083	1034.87	1653.66	691.13	6.20	9.67	2.46
MSTRG.2642	transcript8085	2.30	1.07	3.02	46.69	72.99	46.60
MSTRG.2643	transcript8089	150.89	51.33	79.41	148.98	105.49	108.30
MSTRG.2644	transcript8090	156.67	61.25	88.26	135.68	116.41	110.78
MSTRG.2645	transcript8097,transcript8098	5.45	6.02	3.18	0.52	0.35	0.21
MSTRG.2646	transcript8103	24.14	21.14	26.00	23.33	21.29	25.55
MSTRG.2647	transcript8107	22.97	11.64	18.20	18.86	14.37	17.21
MSTRG.2648	transcript8109	2.14	4.99	9.16	37.73	66.87	92.23
MSTRG.2649	transcript8110	26.63	24.74	29.12	21.86	18.14	21.60
MSTRG.265	transcript1377	17.44	15.20	16.20	13.17	13.39	14.04
MSTRG.2650	transcript8111	8.08	8.19	11.15	8.15	7.82	9.96
MSTRG.2651	transcript8114	0.24	0.42	0.08	0.00	0.04	0.00
MSTRG.2652	transcript8116	4.71	3.17	7.39	2.93	2.74	4.08
MSTRG.2653	transcript8117,transcript8118	75.86	35.16	47.17	16.45	13.68	10.84
MSTRG.2654	transcript8126,transcript8127	11.10	7.47	13.56	8.21	6.31	7.99
MSTRG.2655	transcript8155	7.11	4.93	6.78	8.82	6.01	5.85
MSTRG.2656	transcript8157	8.06	6.41	13.67	63.15	71.44	70.17
MSTRG.2657	transcript8166,transcript8167	19.41	20.07	23.28	14.04	9.68	13.42
MSTRG.2658	transcript8174	0.00	0.00	0.00	1.95	1.43	1.77
MSTRG.2659	transcript8176,transcript8177	2.01	1.94	2.46	2.33	2.38	3.04
MSTRG.266	transcript1378,transcript1379	48.18	36.03	36.22	30.47	37.52	38.59
MSTRG.2660	transcript8180	8.00	6.44	8.44	0.77	0.83	0.84
MSTRG.2661	transcript8198	330.47	224.70	234.98	51.11	46.16	31.73
MSTRG.2662	transcript8199	24.88	16.33	20.68	10.14	8.39	7.70
MSTRG.2663	transcript8204	3.67	1.65	3.16	3.35	2.74	3.79
MSTRG.2664	transcript8205	1.37	0.27	0.40	44.13	39.63	41.03
MSTRG.2665	transcript8206	0.52	0.06	0.42	0.20	0.05	0.05
MSTRG.2666	transcript8211	5.41	8.50	1.55	2.30	3.14	3.69
MSTRG.2667	transcript8213	23.73	19.27	30.09	64.65	69.67	72.92
MSTRG.2668	transcript8214	0.27	0.00	0.03	3.33	6.22	10.62
MSTRG.2669	transcript8223,transcript8224	3.08	2.86	3.82	1.06	1.59	2.05
MSTRG.267	transcript1381	4.46	2.88	3.91	4.25	4.31	5.36
MSTRG.2670	transcript8226,transcript8227	0.00	0.00	0.00	0.59	0.30	0.31
MSTRG.2671	transcript8233	4.25	34.43	14.25	0.00	0.00	0.00
MSTRG.2672	transcript8234	12.73	14.28	16.34	14.96	14.51	19.95
MSTRG.2673	transcript8237	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.2674	transcript8238	6.24	4.12	5.39	3.70	3.52	4.03
MSTRG.2675	transcript8245	2.02	1.88	2.94	1.23	0.37	0.18
MSTRG.2676	transcript8249,transcript8250	9.13	8.62	12.32	7.79	6.46	9.24
MSTRG.2677	transcript8256	21.65	18.84	22.61	10.86	11.17	10.80
MSTRG.2678	transcript8259	0.16	0.00	0.00	6.39	3.89	7.60
MSTRG.2679	transcript8260	3.87	3.78	3.79	0.09	0.00	0.13
MSTRG.268	transcript1382	7.95	6.79	7.37	3.42	3.09	2.94
MSTRG.2680	transcript8262	100.85	83.22	139.31	9.31	11.25	20.13
MSTRG.2681	transcript8263,transcript8264	93.04	55.57	77.59	103.39	83.71	86.60
MSTRG.2682	transcript8265	1.29	1.02	2.15	0.21	0.18	0.34
MSTRG.2683	transcript8266	12.20	12.90	18.88	7.80	6.78	8.43
MSTRG.2684	transcript8267	0.10	0.00	0.10	0.26	0.20	0.32
MSTRG.2685	transcript8268,transcript8269	1.28	1.61	1.08	24.66	21.76	31.52
MSTRG.2686	transcript8271	3.03	2.76	3.47	1.73	1.43	2.07
MSTRG.2687	transcript8275	7.70	6.48	8.98	6.76	6.61	7.84
MSTRG.2688	transcript8277	44.89	39.08	65.06	245.34	289.58	304.38
MSTRG.2689	transcript8282,transcript8283	29.08	26.04	38.63	53.14	55.98	61.84
MSTRG.269	transcript1385	4.83	4.10	6.00	3.14	2.87	3.67
MSTRG.2690	transcript8289	1.62	1.34	2.52	3.37	5.40	2.69
MSTRG.2691	transcript8290	6.85	4.94	8.27	22.43	25.42	18.23
MSTRG.2692	transcript8292	24.96	37.59	46.73	3.55	3.51	3.27
MSTRG.2693	transcript8294	27.90	20.71	15.87	13.16	11.48	10.24
MSTRG.2694	transcript8295	556.11	391.12	803.16	916.99	917.27	1179.20
MSTRG.2695	transcript8296	2.13	2.40	3.53	1.92	1.41	2.44
MSTRG.2696	transcript8300,transcript8301	0.70	0.99	0.89	0.45	0.02	0.40
MSTRG.2697	transcript8302,transcript8303	9.08	8.56	9.90	9.04	7.33	8.10
MSTRG.2698	transcript8304	0.23	0.22	0.38	0.07	0.04	0.00
MSTRG.2699	transcript8307,transcript8308	613.73	302.85	458.22	613.98	520.15	554.57
MSTRG.27	transcript200,transcript201,transcript202	59.59	47.62	50.78	138.64	153.85	147.70
MSTRG.270	transcript1387	1.91	1.75	2.38	2.36	2.42	2.07
MSTRG.2700	transcript8310,transcript8311	72.30	39.69	63.15	75.23	64.91	68.35
MSTRG.2701	transcript8313	10.04	6.33	5.47	635.91	674.32	448.00
MSTRG.2702	transcript8314	0.76	0.00	0.17	90.08	117.01	110.59
MSTRG.2703	transcript8315	44.62	37.13	49.13	44.27	41.69	45.85
MSTRG.2704	transcript8316	0.88	0.73	0.79	0.00	0.14	0.05
MSTRG.2705	transcript8317	11.72	9.70	17.22	9.34	8.77	10.13
MSTRG.2706	transcript8323	924.64	869.89	561.90	65.62	61.39	26.44
MSTRG.2707	transcript8325	16.46	17.01	20.29	15.98	12.77	16.36
MSTRG.2708	transcript8342	44.75	42.97	54.56	63.20	58.48	70.72
MSTRG.2709	transcript8346	7.58	5.26	7.14	3.13	2.41	3.40
MSTRG.271	transcript1392,transcript1393	41.84	32.37	42.03	7.55	6.34	4.97
MSTRG.2710	transcript8352	4.36	3.71	6.14	9.24	8.31	9.77
MSTRG.2711	transcript8353,transcript8354	30.56	26.85	24.24	25.62	24.26	29.41
MSTRG.2712	transcript8355	22.16	20.37	33.11	58.81	56.06	75.89
MSTRG.2713	transcript8357,transcript8358	9.18	6.68	10.55	16.35	14.23	17.63
MSTRG.2714	transcript8365	6.02	4.58	9.61	9.63	9.80	10.54
MSTRG.2715	transcript8368	6.35	8.55	9.77	2.23	3.11	2.87
MSTRG.2716	transcript8375	37.09	33.56	43.57	82.51	78.18	74.89
MSTRG.2717	transcript8376	11.91	9.45	11.19	6.86	6.52	7.47
MSTRG.2718	transcript8380	4.15	6.31	8.94	1.72	0.95	1.01
MSTRG.2719	transcript8381	47.75	22.25	41.00	36.23	30.78	34.63
MSTRG.272	transcript1397,transcript1398	40.38	131.19	82.70	0.28	0.00	0.00
MSTRG.2720	transcript8386	0.83	0.54	2.14	0.34	0.00	0.35
MSTRG.2721	transcript8387	8.64	8.88	6.96	4.65	6.25	5.24
MSTRG.2722	transcript8388	9.30	6.94	8.02	5.44	5.38	6.41
MSTRG.2723	transcript8393	9.81	8.16	12.17	26.60	37.82	30.56
MSTRG.2724	transcript8394	0.41	0.51	1.35	1.47	1.06	0.86
MSTRG.2725	transcript8397	112.71	102.07	138.72	126.79	116.96	150.54
MSTRG.2726	transcript8405	0.80	0.25	1.91	2.35	3.04	4.24
MSTRG.2727	transcript8406	9.47	5.46	15.62	23.90	19.91	32.00
MSTRG.2728	transcript8407	12.13	7.24	15.94	44.73	47.84	64.01
MSTRG.2729	transcript8409	2.90	2.48	2.93	10.30	7.86	13.40
MSTRG.273	transcript1401,transcript1402	53.87	34.87	28.75	64.91	66.43	49.77
MSTRG.2730	transcript8410	5.34	4.66	6.32	19.02	15.57	25.08
MSTRG.2731	transcript8412	4.25	1.84	3.63	28.69	23.28	23.86
MSTRG.2732	transcript8422	24.74	17.23	28.05	22.60	18.80	19.95
MSTRG.2733	transcript8424	5.68	6.26	8.55	2.18	1.77	1.95
MSTRG.2734	transcript8425	11.03	12.16	17.60	3.62	2.75	3.62
MSTRG.2735	transcript8426	14.08	26.55	35.73	41.01	31.72	40.30
MSTRG.2736	transcript8427	51.25	95.42	132.35	131.03	103.77	172.41
MSTRG.2737	transcript8428	3.53	7.22	13.67	0.17	0.18	0.51
MSTRG.2738	transcript8433	3.81	3.49	3.70	2.75	2.35	2.30
MSTRG.2739	transcript8435	24.02	17.96	22.66	9.39	9.53	8.71
MSTRG.274	transcript1403	20.35	17.20	22.40	14.04	14.63	17.45
MSTRG.2740	transcript8439	26.51	25.00	23.99	18.57	19.93	23.52
MSTRG.2741	transcript8441	26.32	13.68	11.79	49.81	96.69	94.60
MSTRG.2742	transcript8447	0.37	0.46	0.44	0.52	0.30	0.21
MSTRG.2743	transcript8450,transcript8451	205.09	146.28	305.56	269.40	300.74	324.59
MSTRG.2744	transcript8452	1.30	1.16	1.72	0.50	0.54	0.61
MSTRG.2745	transcript8453	0.83	1.48	0.12	17.40	17.53	8.32
MSTRG.2746	transcript8459	11.67	6.21	10.87	28.56	22.90	26.73
MSTRG.2747	transcript8462	762.90	878.43	627.54	252.18	333.25	386.49
MSTRG.2748	transcript8463	0.77	0.11	0.19	0.09	0.29	0.00
MSTRG.2749	transcript8469	7.19	5.85	10.21	3.75	2.98	2.37
MSTRG.275	transcript1406,transcript1407	48.73	52.16	57.35	99.45	107.68	99.87
MSTRG.2750	transcript8472	0.00	0.00	0.00	0.00	0.42	0.27
MSTRG.2751	transcript8475	9.82	11.22	15.63	20.04	24.79	26.34
MSTRG.2752	transcript8477	14.26	15.92	18.48	9.41	8.10	11.07
MSTRG.2753	transcript8482	2.53	1.82	3.27	1.85	1.72	2.31
MSTRG.2754	transcript8494	29.60	29.64	39.87	22.52	18.79	26.83
MSTRG.2755	transcript8496	3.32	3.71	3.57	2.67	2.14	2.83
MSTRG.2756	transcript8507	77.20	43.07	105.49	13.24	21.26	19.13
MSTRG.2757	transcript8508	22.03	34.94	30.40	1.70	4.43	2.66
MSTRG.2758	transcript8519	3.00	3.72	3.82	3.68	2.26	2.47
MSTRG.2759	transcript8523,transcript8524	25.17	30.34	43.88	38.33	33.80	38.91
MSTRG.276	transcript1408	0.55	0.10	0.55	3.13	2.56	2.05
MSTRG.2760	transcript8525	80.84	48.50	53.35	40.95	35.98	38.95
MSTRG.2761	transcript8528	40.89	16.36	28.64	33.14	24.02	24.03
MSTRG.2762	transcript8532	410.59	273.73	615.50	765.28	791.70	866.50
MSTRG.2763	transcript8533	41.58	49.11	31.14	1.69	2.06	2.15
MSTRG.2764	transcript8534,transcript8535	2.38	1.91	2.46	13.85	13.06	8.41
MSTRG.2765	transcript8537	17.27	8.50	11.22	10.44	7.97	8.30
MSTRG.2766	transcript8538	2.81	1.71	3.74	57.58	65.88	50.73
MSTRG.2767	transcript8544	3.34	2.72	4.11	3.93	4.52	2.64
MSTRG.2768	transcript8546	0.28	0.08	0.62	0.52	1.43	0.53
MSTRG.2769	transcript8549	0.36	0.62	0.91	0.00	0.00	0.00
MSTRG.277	transcript1419	14.79	15.86	25.04	21.67	25.70	34.67
MSTRG.2770	transcript8552	2.95	1.90	3.62	2.11	2.30	2.10
MSTRG.2771	transcript8554	26.58	19.35	25.07	13.93	14.42	12.61
MSTRG.2772	transcript8556,transcript8557	103.95	89.54	104.71	53.98	64.76	57.75
MSTRG.2773	transcript8559	4.26	3.12	4.31	1.29	1.48	1.09
MSTRG.2774	transcript8563	5.69	3.07	5.46	12.01	13.33	12.69
MSTRG.2775	transcript8567	7.06	6.61	7.41	6.87	5.76	5.68
MSTRG.2776	transcript8571	8.62	7.95	13.33	3.43	2.67	4.72
MSTRG.2777	transcript8572	31.99	35.99	23.18	3.58	6.73	6.75
MSTRG.2778	transcript8576	1.20	0.65	2.14	9.61	20.51	16.85
MSTRG.2779	transcript8579,transcript8580	0.48	0.28	1.03	56.49	116.38	91.65
MSTRG.278	transcript1420,transcript1421	11.96	13.08	13.18	7.25	6.51	7.80
MSTRG.2780	transcript8584	12.91	12.35	27.33	64.18	75.45	72.24
MSTRG.2781	transcript8585	5247.07	5160.04	5654.07	2380.53	3387.15	3183.85
MSTRG.2782	transcript8587,transcript8588	1401.24	1983.44	1369.94	309.45	428.07	353.05
MSTRG.2783	transcript8589,transcript8590	0.00	0.00	0.04	11.80	7.30	5.70
MSTRG.2784	transcript8591	23.84	45.58	63.07	30.96	31.52	36.49
MSTRG.2785	transcript8592,transcript8593	7.72	10.87	44.74	56.47	92.47	142.96
MSTRG.2786	transcript8594,transcript8595	24.43	35.47	23.12	4.29	3.26	3.47
MSTRG.2787	transcript8602	28.29	17.49	29.00	157.33	177.72	161.19
MSTRG.2788	transcript8603	196.18	125.24	121.69	52.17	51.23	46.72
MSTRG.2789	transcript8604	59.88	53.53	58.20	73.84	63.88	66.64
MSTRG.279	transcript1423	3.20	7.11	5.96	198.28	177.69	179.42
MSTRG.2790	transcript8609	2.65	2.02	0.81	0.21	0.07	0.21
MSTRG.2791	transcript8612	3.79	5.41	3.59	23.11	35.81	32.55
MSTRG.2792	transcript8613	9.59	9.74	11.94	16.20	15.23	15.56
MSTRG.2793	transcript8615	23.24	14.83	15.46	1.18	1.43	0.81
MSTRG.2794	transcript8616,transcript8617	1.61	1.24	1.41	3.60	3.31	5.88
MSTRG.2795	transcript8620,transcript8621	6.15	8.74	8.83	12.75	11.55	11.54
MSTRG.2796	transcript8622,transcript8623	2.62	2.02	2.94	17.62	23.67	17.71
MSTRG.2797	transcript8627	0.00	0.00	0.07	8.77	14.77	11.00
MSTRG.2798	transcript8629	0.26	0.00	0.05	33.02	42.44	45.54
MSTRG.2799	transcript8631	0.30	0.00	0.66	23.25	28.97	30.77
MSTRG.28	transcript203,transcript204	17.55	13.76	20.58	25.76	22.62	28.33
MSTRG.280	transcript1434	9.24	2.48	12.72	41.69	72.22	54.23
MSTRG.2800	transcript8636	7.18	4.81	5.68	1.24	0.94	0.76
MSTRG.2801	transcript8637	155.00	235.88	133.50	242.17	276.57	283.70
MSTRG.2802	transcript8638	5.49	3.91	8.48	10.55	13.63	12.81
MSTRG.2803	transcript8641	10.85	11.75	23.44	3.42	2.84	5.80
MSTRG.2804	transcript8642	6.84	6.59	9.41	7.44	7.73	6.59
MSTRG.2805	transcript8645	7.36	9.07	4.70	4.79	3.89	3.37
MSTRG.2806	transcript8648	29.80	30.17	35.00	16.83	18.75	19.64
MSTRG.2807	transcript8649	0.85	0.17	0.56	1.16	1.53	0.62
MSTRG.2808	transcript8653,transcript8654	23.31	25.64	24.90	4.08	2.54	2.71
MSTRG.2809	transcript8655	81.34	44.26	74.06	162.21	230.48	321.76
MSTRG.281	transcript1436	0.04	0.00	0.04	4.54	11.92	10.03
MSTRG.2810	transcript8663	15.13	24.49	23.26	48.04	29.31	25.72
MSTRG.2811	transcript8664	52.25	50.23	105.45	123.90	102.73	111.47
MSTRG.2812	transcript8665	0.00	0.05	0.17	0.08	0.04	0.12
MSTRG.2813	transcript8667	8.92	4.61	6.48	120.16	165.63	103.41
MSTRG.2814	transcript8672	2.90	4.81	8.84	6.07	10.65	10.59
MSTRG.2815	transcript8676	30.73	0.95	0.52	195.44	126.23	101.32
MSTRG.2816	transcript8679	9.75	5.78	9.13	4.03	3.57	0.81
MSTRG.2817	transcript8681	20.34	0.34	0.42	347.72	171.91	188.82
MSTRG.2818	transcript8682	36.39	1.60	3.10	117.31	68.47	48.97
MSTRG.2819	transcript8692	2.25	6.73	18.23	1.24	0.82	0.83
MSTRG.282	transcript1437	19.25	9.80	13.88	9.09	6.24	6.40
MSTRG.2820	transcript8695	349.22	166.36	221.74	398.47	325.59	335.84
MSTRG.2821	transcript8702,transcript8703,transcript8704	74.07	60.12	55.07	9.03	8.36	4.31
MSTRG.2822	transcript8705	0.00	0.00	0.00	0.00	0.03	0.03
MSTRG.2823	transcript8706	37.35	32.05	33.33	70.62	67.91	92.20
MSTRG.2824	transcript8710	0.00	0.00	0.00	0.08	0.17	0.00
MSTRG.2825	transcript8711	95.12	38.98	62.50	102.57	83.74	87.43
MSTRG.2826	transcript8714	1.70	1.80	1.58	3.60	3.24	3.63
MSTRG.2827	transcript8717	7.47	6.66	8.34	0.02	0.00	0.03
MSTRG.2828	transcript8723,transcript8724	7.48	4.96	7.60	5.59	4.27	8.76
MSTRG.2829	transcript8725	1.59	1.45	3.01	4.42	3.96	5.02
MSTRG.283	transcript1443	0.11	0.00	0.21	2.38	1.51	2.34
MSTRG.2830	transcript8728	146.00	63.70	87.92	176.70	147.04	152.03
MSTRG.2831	transcript8730	26.72	24.50	29.40	21.97	20.02	20.47
MSTRG.2832	transcript8731,transcript8732	45.80	37.18	49.07	28.54	24.27	26.65
MSTRG.2833	transcript8733	16.50	8.71	17.45	317.27	259.37	430.72
MSTRG.2834	transcript8736,transcript8737	3.76	2.86	4.98	3.40	2.42	3.54
MSTRG.2835	transcript8739	12.99	10.73	15.76	20.72	21.26	21.18
MSTRG.2836	transcript8741,transcript8742	3.72	3.33	3.64	2.41	3.53	4.24
MSTRG.2837	transcript8743	679.33	1175.33	700.85	42.42	60.95	47.77
MSTRG.2838	transcript8744	16.12	22.37	13.61	0.78	0.82	1.25
MSTRG.2839	transcript8747,transcript8749	88.69	59.53	84.73	65.09	62.26	67.60
MSTRG.284	transcript1446	8.94	24.51	34.30	17.29	13.99	13.78
MSTRG.2840	transcript8754,transcript8755	63.45	56.18	93.60	194.36	170.22	218.40
MSTRG.2841	transcript8758	7.03	9.17	14.50	4.09	6.73	4.48
MSTRG.2842	transcript8761	3.10	1.90	6.94	1.28	2.29	3.23
MSTRG.2843	transcript8762	38.84	52.58	46.99	4.32	5.15	4.23
MSTRG.2844	transcript8763	18.71	10.32	15.88	8.69	7.13	7.95
MSTRG.2845	transcript8764	1.47	1.57	2.50	2.07	3.45	7.71
MSTRG.2846	transcript8765	3.16	2.03	2.53	2.25	1.62	1.70
MSTRG.2847	transcript8766	18.02	15.52	17.69	9.56	9.40	8.40
MSTRG.2848	transcript8767	36.49	15.40	25.98	48.67	36.85	37.12
