transcript_id	gene_id	Control_1A	Control_2A	Control_3A	NB29-A_1	NB29-A_2	NB29-A_3
transcript45817	HORVU.RGT_PLANET.PROJ.6HG00541840	34.00	14.00	20.00	11.00	10.00	8.00
transcript45818	HORVU.RGT_PLANET.PROJ.6HG00541860	188.00	122.00	208.00	126.00	123.00	117.00
transcript45819	HORVU.RGT_PLANET.PROJ.6HG00541890	7469.00	3670.00	7652.00	1267.00	1257.00	2223.00
transcript45821	HORVU.RGT_PLANET.PROJ.6HG00541910	488.00	448.00	641.00	236.00	204.00	233.00
transcript45822	HORVU.RGT_PLANET.PROJ.6HG00541920	870.00	466.00	1372.00	1473.00	1543.00	2646.00
transcript45823	HORVU.RGT_PLANET.PROJ.6HG00541930	12.00	13.00	15.00	5.00	3.00	10.00
transcript45824	HORVU.RGT_PLANET.PROJ.6HG00541940	584.00	510.00	709.00	379.00	374.00	448.00
transcript45825	HORVU.RGT_PLANET.PROJ.6HG00541950	17.47	10.76	45.55	18.34	14.15	13.96
transcript45827	HORVU.RGT_PLANET.PROJ.6HG00542010	848.00	1184.00	828.00	10.00	9.00	7.00
transcript45828	HORVU.RGT_PLANET.PROJ.6HG00542020	238.00	235.00	381.00	144.00	120.00	200.00
transcript45829	HORVU.RGT_PLANET.PROJ.6HG00542050	244.00	132.00	223.00	458.00	374.00	408.00
transcript45830	HORVU.RGT_PLANET.PROJ.6HG00542060	26.00	66.00	47.00	19.00	28.00	23.00
transcript45831	HORVU.RGT_PLANET.PROJ.6HG00542070	0.00	0.00	0.00	0.00	0.00	0.00
transcript45833	HORVU.RGT_PLANET.PROJ.6HG00542110	7.00	26.00	16.00	0.00	1.00	0.00
transcript45834	HORVU.RGT_PLANET.PROJ.6HG00542120	34.00	15.00	22.00	2.00	1.00	7.00
transcript45835	HORVU.RGT_PLANET.PROJ.6HG00542130	6660.00	7779.00	7635.00	1399.00	1234.00	1323.00
transcript45837	HORVU.RGT_PLANET.PROJ.6HG00542150	30.00	22.00	22.00	8.00	5.00	8.00
transcript45838	HORVU.RGT_PLANET.PROJ.6HG00542170	40.00	29.00	61.00	20.00	23.00	21.00
transcript45839	HORVU.RGT_PLANET.PROJ.6HG00542180	2.00	2.00	4.00	3.00	3.00	0.00
transcript45840	HORVU.RGT_PLANET.PROJ.6HG00542200	677.00	466.00	725.00	746.00	688.00	1068.00
transcript45841	HORVU.RGT_PLANET.PROJ.6HG00542210	1.00	3.00	4.00	0.00	1.00	2.00
transcript45842	HORVU.RGT_PLANET.PROJ.6HG00542230	0.00	0.00	0.00	0.00	0.00	0.00
transcript45843	HORVU.RGT_PLANET.PROJ.6HG00542240	0.00	0.00	0.00	0.00	0.00	0.00
transcript45845	HORVU.RGT_PLANET.PROJ.6HG00542260	1497.00	1853.00	1553.00	1174.00	813.00	1015.00
transcript45846	HORVU.RGT_PLANET.PROJ.6HG00542260	0.00	0.00	0.00	0.00	0.00	0.00
transcript45847	HORVU.RGT_PLANET.PROJ.6HG00542270	587.00	561.00	744.00	543.00	551.00	680.00
transcript45848	HORVU.RGT_PLANET.PROJ.6HG00542290	1148.00	1002.00	1102.00	813.69	787.88	814.68
transcript45849	HORVU.RGT_PLANET.PROJ.6HG00542290	0.00	0.00	0.00	46.31	80.12	20.32
transcript45852	HORVU.RGT_PLANET.PROJ.6HG00542310	0.00	0.00	0.00	0.00	0.00	0.00
transcript45853	HORVU.RGT_PLANET.PROJ.6HG00542320	4.00	0.00	3.00	4.00	0.00	7.00
transcript45854	HORVU.RGT_PLANET.PROJ.6HG00542330	553.00	471.00	728.00	417.00	390.00	469.00
transcript45855	HORVU.RGT_PLANET.PROJ.6HG00542340	8.00	17.00	19.00	8.00	7.00	5.00
transcript45856	HORVU.RGT_PLANET.PROJ.6HG00542350	0.00	1.00	0.00	1.00	0.00	1.00
transcript45857	HORVU.RGT_PLANET.PROJ.6HG00542360	0.00	0.00	0.00	0.00	0.00	0.00
transcript45858	HORVU.RGT_PLANET.PROJ.6HG00542380	51.26	1.63	38.70	236.47	311.20	249.03
transcript45859	HORVU.RGT_PLANET.PROJ.6HG00542380	19.74	8.37	29.30	64.53	42.80	66.97
transcript45860	HORVU.RGT_PLANET.PROJ.6HG00542390	1242.00	1046.00	621.00	566.00	471.00	402.00
transcript45861	HORVU.RGT_PLANET.PROJ.6HG00542400	0.00	0.00	0.00	1.00	0.00	1.00
transcript45862	HORVU.RGT_PLANET.PROJ.6HG00542410	2509.00	2019.00	2663.00	4367.00	4119.00	5077.00
transcript45863	HORVU.RGT_PLANET.PROJ.6HG00542420	4.00	7.00	13.00	0.00	1.00	2.00
transcript45864	HORVU.RGT_PLANET.PROJ.6HG00542430	1294.00	1067.00	1628.00	1482.00	1256.00	1335.00
transcript45865	HORVU.RGT_PLANET.PROJ.6HG00542440	76.00	43.00	94.00	4.00	8.00	2.00
transcript45866	HORVU.RGT_PLANET.PROJ.6HG00542450	97.36	105.35	91.43	31.96	25.80	32.40
transcript45875	HORVU.RGT_PLANET.PROJ.6HG00542570	5.93	0.00	0.00	13.74	0.00	0.00
transcript45878	HORVU.RGT_PLANET.PROJ.6HG00542600	37.64	36.65	59.57	12.04	20.20	32.60
transcript45881	HORVU.RGT_PLANET.PROJ.6HG00542640	0.00	0.00	0.00	0.00	0.00	0.00
transcript45883	HORVU.RGT_PLANET.PROJ.6HG00542650	2.00	1.00	6.00	0.00	0.00	0.00
transcript45884	HORVU.RGT_PLANET.PROJ.6HG00542660	0.00	0.00	0.00	0.00	0.00	0.00
transcript45885	HORVU.RGT_PLANET.PROJ.6HG00542670	2577.00	2059.00	3300.00	4026.00	3172.00	4111.00
transcript45886	HORVU.RGT_PLANET.PROJ.6HG00542680	2558.00	1861.00	2945.00	2317.00	2033.00	2625.00
transcript45887	HORVU.RGT_PLANET.PROJ.6HG00542680	0.00	0.00	0.00	0.00	0.00	0.00
transcript45890	HORVU.RGT_PLANET.PROJ.6HG00542710	0.00	0.00	0.00	0.00	0.00	0.00
transcript45891	HORVU.RGT_PLANET.PROJ.6HG00542730	0.00	0.00	0.00	0.00	0.00	0.00
transcript45892	HORVU.RGT_PLANET.PROJ.6HG00542740	126.00	29.00	62.00	1504.00	1248.00	1562.00
transcript45893	HORVU.RGT_PLANET.PROJ.6HG00542760	0.00	0.00	0.00	0.00	0.00	0.00
transcript45895	HORVU.RGT_PLANET.PROJ.6HG00542810	0.00	0.00	0.00	0.00	0.00	0.00
transcript45896	HORVU.RGT_PLANET.PROJ.6HG00542830	0.00	0.00	0.00	0.00	0.00	0.00
transcript45901	HORVU.RGT_PLANET.PROJ.6HG00542860	1611.00	1114.00	1353.00	870.00	669.00	672.00
transcript45903	HORVU.RGT_PLANET.PROJ.6HG00542890	0.00	0.00	0.00	0.00	0.00	0.00
transcript45904	HORVU.RGT_PLANET.PROJ.6HG00542930	1619.00	980.00	1782.00	6829.00	4675.00	5111.00
transcript45905	HORVU.RGT_PLANET.PROJ.6HG00542940	1.00	0.00	0.00	0.00	0.00	0.00
transcript45906	HORVU.RGT_PLANET.PROJ.6HG00542950	84.00	69.00	88.00	38.00	31.00	54.00
transcript45907	HORVU.RGT_PLANET.PROJ.6HG00542970	176.00	84.00	142.00	80.00	52.00	44.00
transcript45908	HORVU.RGT_PLANET.PROJ.6HG00542980	1275.00	768.00	915.00	125.00	103.00	84.00
transcript45909	HORVU.RGT_PLANET.PROJ.6HG00542990	4.00	1.00	6.00	2.00	1.00	0.00
transcript45912	HORVU.RGT_PLANET.PROJ.6HG00543000	4.00	1.00	9.00	11.00	13.00	4.00
transcript45913	HORVU.RGT_PLANET.PROJ.6HG00543030	0.00	0.00	0.00	0.00	0.00	0.00
transcript45915	HORVU.RGT_PLANET.PROJ.6HG00543050	0.00	0.00	0.00	0.00	0.00	0.00
transcript45918	HORVU.RGT_PLANET.PROJ.6HG00543090	4.00	3.00	2.00	0.00	0.00	0.00
transcript45922	HORVU.RGT_PLANET.PROJ.6HG00543100	0.00	0.00	0.00	19.86	0.00	3.32
transcript45923	HORVU.RGT_PLANET.PROJ.6HG00543110	2852.00	2128.00	3437.00	2247.00	1813.00	2179.00
transcript45925	HORVU.RGT_PLANET.PROJ.6HG00543140	51.00	33.00	84.00	4505.00	6670.00	5914.00
transcript45926	HORVU.RGT_PLANET.PROJ.6HG00543150	0.00	0.00	0.00	0.00	0.00	0.00
transcript45927	HORVU.RGT_PLANET.PROJ.6HG00543160	0.00	3.00	1.00	0.00	0.00	1.00
transcript45928	HORVU.RGT_PLANET.PROJ.6HG00543170	0.00	0.00	0.00	0.00	0.00	0.00
transcript45929	HORVU.RGT_PLANET.PROJ.6HG00543180	170.00	93.00	155.00	1528.00	1793.00	3134.00
transcript45933	HORVU.RGT_PLANET.PROJ.6HG00543220	1.00	0.00	0.00	1.00	0.00	1.00
transcript45934	HORVU.RGT_PLANET.PROJ.6HG00543240	0.00	0.00	0.00	0.00	0.00	0.00
transcript45935	HORVU.RGT_PLANET.PROJ.6HG00543270	0.00	0.00	0.00	0.00	0.00	0.00
transcript45936	HORVU.RGT_PLANET.PROJ.6HG00543280	0.00	0.00	0.00	0.00	0.00	0.00
transcript45938	HORVU.RGT_PLANET.PROJ.6HG00543300	7.00	10.00	9.00	49.00	42.00	106.00
transcript45941	HORVU.RGT_PLANET.PROJ.6HG00543320	0.00	0.00	0.00	1.00	2.00	0.00
transcript45943	HORVU.RGT_PLANET.PROJ.6HG00543340	0.00	0.00	0.00	0.00	0.00	0.00
transcript45944	HORVU.RGT_PLANET.PROJ.6HG00543350	0.00	0.00	0.00	0.00	0.00	0.00
transcript45946	HORVU.RGT_PLANET.PROJ.6HG00543380	0.00	0.00	0.00	0.00	0.00	0.00
transcript45947	HORVU.RGT_PLANET.PROJ.6HG00543390	1789.00	1025.00	1782.00	2910.00	3238.00	3616.00
transcript45948	HORVU.RGT_PLANET.PROJ.6HG00543400	0.00	0.00	0.00	0.00	0.00	0.00
transcript45949	HORVU.RGT_PLANET.PROJ.6HG00543410	1.00	2.00	2.00	193.00	180.00	254.00
transcript45950	HORVU.RGT_PLANET.PROJ.6HG00543430	111.00	100.00	147.00	152.00	140.00	199.00
transcript45951	HORVU.RGT_PLANET.PROJ.6HG00543440	451.00	341.00	496.00	1122.00	1070.00	1705.00
transcript45952	HORVU.RGT_PLANET.PROJ.6HG00543450	0.00	0.00	0.00	0.00	0.00	0.00
transcript45953	HORVU.RGT_PLANET.PROJ.6HG00543460	0.00	0.00	0.00	0.00	0.00	0.00
transcript45954	HORVU.RGT_PLANET.PROJ.6HG00543470	0.00	0.00	0.00	0.00	0.00	0.00
transcript45955	HORVU.RGT_PLANET.PROJ.6HG00543480	0.00	0.00	0.00	0.00	0.00	0.00
transcript45956	HORVU.RGT_PLANET.PROJ.6HG00543490	0.00	0.00	0.00	0.00	0.00	0.00
transcript45957	HORVU.RGT_PLANET.PROJ.6HG00543500	0.00	0.00	0.00	0.00	0.00	0.00
transcript45958	HORVU.RGT_PLANET.PROJ.6HG00543510	0.00	0.00	0.00	0.00	0.00	0.00
transcript45960	HORVU.RGT_PLANET.PROJ.6HG00543540	3.55	1.00	0.00	3.00	0.00	4.00
transcript45961	HORVU.RGT_PLANET.PROJ.6HG00543560	3.45	16.00	5.00	0.00	0.00	0.00
transcript45962	HORVU.RGT_PLANET.PROJ.6HG00543570	0.00	0.00	0.00	0.00	0.00	0.00
transcript45963	HORVU.RGT_PLANET.PROJ.6HG00543590	0.00	0.00	0.00	0.00	0.00	0.00
transcript45964	HORVU.RGT_PLANET.PROJ.6HG00543600	893.00	655.00	982.00	1077.00	765.00	827.00
transcript45965	HORVU.RGT_PLANET.PROJ.6HG00543610	169.00	105.95	155.19	132.86	128.68	153.49
transcript45966	HORVU.RGT_PLANET.PROJ.6HG00543610	0.00	7.05	9.81	4.14	6.32	6.51
transcript45967	HORVU.RGT_PLANET.PROJ.6HG00543630	890.00	708.00	1133.00	1475.00	1246.00	1424.00
transcript45968	HORVU.RGT_PLANET.PROJ.6HG00543640	989.00	994.00	1070.00	612.00	528.00	431.00
transcript45969	HORVU.RGT_PLANET.PROJ.6HG00543650	0.00	3.00	0.00	1.00	0.00	1.00
transcript45970	HORVU.RGT_PLANET.PROJ.6HG00543660	348.00	244.00	268.00	336.00	292.00	301.00
transcript45971	HORVU.RGT_PLANET.PROJ.6HG00543670	40.00	48.00	55.00	234.00	226.00	212.00
transcript45972	HORVU.RGT_PLANET.PROJ.6HG00543680	123.00	96.00	104.00	45.00	40.00	39.00
transcript45973	HORVU.RGT_PLANET.PROJ.6HG00543690	0.00	0.00	0.00	0.00	0.00	0.00
transcript45974	HORVU.RGT_PLANET.PROJ.6HG00543700	0.00	0.00	0.00	0.00	0.00	0.00
transcript45975	HORVU.RGT_PLANET.PROJ.6HG00543710	0.00	0.00	0.00	0.00	0.00	0.00
transcript45978	HORVU.RGT_PLANET.PROJ.6HG00543750	983.11	1553.18	1697.78	368.65	311.40	393.75
transcript45979	HORVU.RGT_PLANET.PROJ.6HG00543760	118.00	28.00	74.00	395.00	620.00	638.00
transcript45980	HORVU.RGT_PLANET.PROJ.6HG00543760	0.00	0.00	0.00	0.00	0.00	0.00
transcript45982	HORVU.RGT_PLANET.PROJ.6HG00543770	96.00	51.00	107.00	37.00	25.00	40.00
transcript45984	HORVU.RGT_PLANET.PROJ.6HG00543780	45.28	16.46	32.97	3.07	0.13	7.44
transcript45987	HORVU.RGT_PLANET.PROJ.6HG00543830	0.00	0.00	0.00	0.00	0.00	0.00
transcript45988	HORVU.RGT_PLANET.PROJ.6HG00543840	3.00	2.00	0.00	1.00	4.00	11.00
transcript45989	HORVU.RGT_PLANET.PROJ.6HG00543850	0.00	3.00	4.00	14.00	22.00	26.00
transcript45990	HORVU.RGT_PLANET.PROJ.6HG00543870	2087.61	1348.98	2112.34	1919.12	1795.37	2025.35
transcript45991	HORVU.RGT_PLANET.PROJ.6HG00543870	699.31	338.08	874.46	1628.94	1050.62	1035.47
transcript45992	HORVU.RGT_PLANET.PROJ.6HG00543870	2336.08	1270.94	1629.20	1621.93	1352.01	1542.18
transcript45993	HORVU.RGT_PLANET.PROJ.6HG00543880	0.00	0.00	0.00	0.00	0.00	0.00
transcript45995	HORVU.RGT_PLANET.PROJ.6HG00543900	0.00	0.00	0.00	0.00	0.00	0.00
transcript45996	HORVU.RGT_PLANET.PROJ.6HG00543910	0.00	0.00	0.00	0.00	0.00	0.00
transcript45997	HORVU.RGT_PLANET.PROJ.6HG00543920	537.00	571.00	813.00	778.00	1091.00	2732.00
transcript45998	HORVU.RGT_PLANET.PROJ.6HG00543930	637.00	628.00	779.00	349.00	400.00	540.00
transcript46001	HORVU.RGT_PLANET.PROJ.6HG00543970	13.55	5.11	15.40	10.32	13.26	13.11
transcript46002	HORVU.RGT_PLANET.PROJ.6HG00543980	1557.00	574.00	1033.00	1836.00	1400.00	1504.00
transcript46003	HORVU.RGT_PLANET.PROJ.6HG00543990	40.00	38.00	72.00	143.00	162.00	138.00
transcript46004	HORVU.RGT_PLANET.PROJ.6HG00544000	1.00	1.00	2.00	1.00	1.00	1.00
transcript46005	HORVU.RGT_PLANET.PROJ.6HG00544010	0.00	0.00	1.00	1.00	0.00	1.00
transcript46006	HORVU.RGT_PLANET.PROJ.6HG00544020	208.00	138.00	162.00	176.00	158.00	175.00
transcript46007	HORVU.RGT_PLANET.PROJ.6HG00544030	163.00	141.00	146.00	3125.00	2854.00	3208.00
transcript46008	HORVU.RGT_PLANET.PROJ.6HG00544050	667.00	726.00	864.00	502.28	376.49	566.63
transcript46009	HORVU.RGT_PLANET.PROJ.6HG00544050	0.00	0.00	0.00	1.72	19.51	2.37
transcript46010	HORVU.RGT_PLANET.PROJ.6HG00544070	237.88	190.31	234.72	152.81	110.31	203.37
transcript46011	HORVU.RGT_PLANET.PROJ.6HG00544070	88.12	60.69	110.28	68.19	102.69	82.63
transcript46012	HORVU.RGT_PLANET.PROJ.6HG00544090	15052.28	9519.59	12863.38	39291.08	32676.71	32565.86
transcript46013	HORVU.RGT_PLANET.PROJ.6HG00544090	87.72	50.41	104.62	284.92	267.29	232.14
transcript46014	HORVU.RGT_PLANET.PROJ.6HG00544100	3871.00	2155.00	2445.00	1026.00	872.00	830.00
transcript46015	HORVU.RGT_PLANET.PROJ.6HG00544110	49.00	33.00	46.00	13.00	6.00	6.00
transcript46016	HORVU.RGT_PLANET.PROJ.6HG00544120	1104.00	811.00	1392.00	2425.00	2265.00	3089.00
transcript46017	HORVU.RGT_PLANET.PROJ.6HG00544140	13.00	11.00	12.00	0.00	0.00	2.00
transcript46018	HORVU.RGT_PLANET.PROJ.6HG00544150	34.00	32.00	33.00	21.00	20.00	18.00
transcript46019	HORVU.RGT_PLANET.PROJ.6HG00544160	459.00	447.00	498.00	440.00	413.00	453.00
transcript46020	HORVU.RGT_PLANET.PROJ.6HG00544160	0.00	0.00	0.00	0.00	0.00	0.00
transcript46021	HORVU.RGT_PLANET.PROJ.6HG00544170	0.00	0.00	0.00	0.00	1.00	0.00
transcript46022	HORVU.RGT_PLANET.PROJ.6HG00544180	0.00	0.00	0.00	0.00	0.00	0.00
transcript46024	HORVU.RGT_PLANET.PROJ.6HG00544200	12.00	17.00	10.00	11.00	7.00	10.00
transcript46025	HORVU.RGT_PLANET.PROJ.6HG00544210	0.00	0.00	0.00	0.00	0.00	0.00
transcript46026	HORVU.RGT_PLANET.PROJ.6HG00544220	0.00	0.00	0.00	0.00	0.00	0.00
transcript46028	HORVU.RGT_PLANET.PROJ.6HG00544250	0.00	0.00	0.00	0.00	0.00	0.00
transcript46031	HORVU.RGT_PLANET.PROJ.6HG00544300	0.00	0.00	0.00	0.00	0.00	0.00
transcript46033	HORVU.RGT_PLANET.PROJ.6HG00544310	451.00	387.00	483.00	149.00	142.00	186.00
transcript46034	HORVU.RGT_PLANET.PROJ.6HG00544320	1295.00	40.00	7.00	6.00	5.00	23.00
transcript46035	HORVU.RGT_PLANET.PROJ.6HG00544330	126.00	58.00	185.00	571.00	498.00	558.00
transcript46036	HORVU.RGT_PLANET.PROJ.6HG00544340	0.00	0.00	0.00	0.00	0.00	0.00
transcript46039	HORVU.RGT_PLANET.PROJ.6HG00544350	0.00	0.00	0.00	0.00	0.00	0.00
transcript46040	HORVU.RGT_PLANET.PROJ.6HG00544360	10152.00	8576.00	9289.00	21884.00	18729.00	14899.00
transcript46041	HORVU.RGT_PLANET.PROJ.6HG00544370	195.00	162.00	236.00	1138.00	1173.00	1161.00
transcript46043	HORVU.RGT_PLANET.PROJ.6HG00544380	0.00	0.00	0.00	0.00	0.00	0.00
transcript46044	HORVU.RGT_PLANET.PROJ.6HG00544390	0.00	0.00	0.00	0.00	0.00	0.00
transcript46045	HORVU.RGT_PLANET.PROJ.6HG00544400	0.00	0.00	0.00	0.00	0.00	0.00
transcript46046	HORVU.RGT_PLANET.PROJ.6HG00544410	0.00	0.00	0.00	0.00	0.00	0.00
transcript46047	HORVU.RGT_PLANET.PROJ.6HG00544420	0.00	0.00	0.00	0.00	0.00	0.00
transcript46048	HORVU.RGT_PLANET.PROJ.6HG00544430	0.00	0.00	0.00	0.00	0.00	0.00
transcript46049	HORVU.RGT_PLANET.PROJ.6HG00544440	0.00	0.00	0.00	0.00	0.00	0.00
transcript46050	HORVU.RGT_PLANET.PROJ.6HG00544450	0.00	0.00	0.00	0.00	0.00	0.00
transcript46055	HORVU.RGT_PLANET.PROJ.6HG00544520	0.00	0.00	0.00	0.00	0.00	0.00
transcript46056	HORVU.RGT_PLANET.PROJ.6HG00544530	194.51	270.23	363.74	113.41	158.62	207.34
transcript46057	HORVU.RGT_PLANET.PROJ.6HG00544530	15.55	30.20	29.85	17.96	11.03	9.63
transcript46058	HORVU.RGT_PLANET.PROJ.6HG00544550	0.00	0.00	0.00	0.00	0.00	0.00
transcript46059	HORVU.RGT_PLANET.PROJ.6HG00544560	0.00	0.00	0.00	0.00	0.00	0.00
transcript46060	HORVU.RGT_PLANET.PROJ.6HG00544580	0.00	0.00	0.00	0.00	0.00	0.00
transcript46063	HORVU.RGT_PLANET.PROJ.6HG00544650	540.00	985.00	739.00	8.00	9.00	10.00
transcript46065	HORVU.RGT_PLANET.PROJ.6HG00544660	398.00	246.00	359.00	465.00	406.00	440.00
transcript46066	HORVU.RGT_PLANET.PROJ.6HG00544680	0.00	0.00	0.00	0.00	0.00	0.00
transcript46068	HORVU.RGT_PLANET.PROJ.6HG00544720	0.00	0.00	0.00	0.00	0.00	0.00
transcript46069	HORVU.RGT_PLANET.PROJ.6HG00544740	0.00	0.00	0.00	0.00	0.00	0.00
transcript46070	HORVU.RGT_PLANET.PROJ.6HG00544750	0.00	0.00	0.00	0.00	0.00	0.00
transcript46071	HORVU.RGT_PLANET.PROJ.6HG00544770	0.00	0.00	0.00	0.00	0.00	0.00
transcript46072	HORVU.RGT_PLANET.PROJ.6HG00544780	22.00	9.00	15.00	3.00	10.00	8.00
transcript46073	HORVU.RGT_PLANET.PROJ.6HG00544790	12.00	10.00	13.00	6.00	10.00	7.00
transcript46074	HORVU.RGT_PLANET.PROJ.6HG00544800	68.21	36.91	70.83	0.00	19.65	20.93
transcript46075	HORVU.RGT_PLANET.PROJ.6HG00544800	3966.79	3994.09	4790.17	1510.00	1391.35	1615.07
transcript46076	HORVU.RGT_PLANET.PROJ.6HG00544810	0.00	0.00	0.00	0.00	0.00	0.00
transcript46077	HORVU.RGT_PLANET.PROJ.6HG00544820	0.00	0.00	1.00	0.00	0.00	0.00
transcript46079	HORVU.RGT_PLANET.PROJ.6HG00544830	0.00	0.00	0.00	0.00	0.00	0.00
transcript46080	HORVU.RGT_PLANET.PROJ.6HG00544840	6.23	0.00	2.99	0.00	0.00	5.95
transcript46081	HORVU.RGT_PLANET.PROJ.6HG00544840	467.77	377.00	493.01	159.00	165.00	250.05
transcript46082	HORVU.RGT_PLANET.PROJ.6HG00544850	1057.00	676.00	1121.00	2097.00	2454.00	2512.00
transcript46083	HORVU.RGT_PLANET.PROJ.6HG00544860	313.00	270.00	485.00	611.00	521.00	562.00
transcript46084	HORVU.RGT_PLANET.PROJ.6HG00544870	143.39	240.68	458.54	225.85	0.00	1.94
transcript46085	HORVU.RGT_PLANET.PROJ.6HG00544870	1145.61	600.32	903.46	714.15	577.70	642.45
transcript46086	HORVU.RGT_PLANET.PROJ.6HG00544870	0.00	0.00	0.00	0.00	122.30	140.61
transcript46087	HORVU.RGT_PLANET.PROJ.6HG00544880	31.29	36.24	0.00	12.02	68.04	59.59
transcript46088	HORVU.RGT_PLANET.PROJ.6HG00544880	1712.68	1095.88	2482.10	3871.81	3193.45	3690.24
transcript46089	HORVU.RGT_PLANET.PROJ.6HG00544880	0.00	0.00	0.00	1143.24	984.45	1807.89
transcript46090	HORVU.RGT_PLANET.PROJ.6HG00544880	0.00	0.00	0.00	0.00	0.00	0.00
transcript46091	HORVU.RGT_PLANET.PROJ.6HG00544880	377.03	164.88	231.90	2173.93	2371.06	2660.28
transcript46092	HORVU.RGT_PLANET.PROJ.6HG00544880	0.00	0.00	0.00	0.00	0.00	0.00
transcript46093	HORVU.RGT_PLANET.PROJ.6HG00544890	3.00	17.00	46.00	3.00	3.00	2.00
transcript46094	HORVU.RGT_PLANET.PROJ.6HG00544910	0.00	0.00	0.00	0.00	0.00	0.00
transcript46095	HORVU.RGT_PLANET.PROJ.6HG00544920	1.00	2.00	6.00	1.00	1.00	7.00
transcript46096	HORVU.RGT_PLANET.PROJ.6HG00544930	787.00	704.00	1070.00	554.00	575.00	841.00
transcript46097	HORVU.RGT_PLANET.PROJ.6HG00544940	0.00	0.00	0.00	0.00	0.00	0.00
transcript46098	HORVU.RGT_PLANET.PROJ.6HG00544950	3052.00	1780.00	2947.00	2031.00	1746.00	2186.00
transcript46099	HORVU.RGT_PLANET.PROJ.6HG00544970	18.58	6.85	19.49	4.08	28.01	11.66
transcript46100	HORVU.RGT_PLANET.PROJ.6HG00544970	304.42	249.15	351.51	299.92	295.99	411.34
transcript46101	HORVU.RGT_PLANET.PROJ.6HG00544980	0.00	0.00	0.00	0.00	0.00	0.00
transcript46102	HORVU.RGT_PLANET.PROJ.6HG00544990	0.00	0.00	0.00	0.00	0.00	0.00
transcript46103	HORVU.RGT_PLANET.PROJ.6HG00545010	1760.00	1155.00	1828.00	2861.00	2499.00	2883.00
transcript46105	HORVU.RGT_PLANET.PROJ.6HG00545030	0.00	0.00	0.00	0.00	0.00	0.00
transcript46106	HORVU.RGT_PLANET.PROJ.6HG00545050	279.00	264.00	295.00	76.00	59.00	59.00
transcript46107	HORVU.RGT_PLANET.PROJ.6HG00545050	0.00	0.00	0.00	0.00	0.00	0.00
transcript46108	HORVU.RGT_PLANET.PROJ.6HG00545060	1073.72	403.02	1103.62	98.33	106.19	225.06
transcript46109	HORVU.RGT_PLANET.PROJ.6HG00545060	82.28	30.98	92.38	6.67	7.81	15.94
transcript46111	HORVU.RGT_PLANET.PROJ.6HG00545070	1.00	0.00	3.00	0.00	0.00	1.00
transcript46112	HORVU.RGT_PLANET.PROJ.6HG00545080	182.00	205.00	254.00	87.00	60.00	87.00
transcript46114	HORVU.RGT_PLANET.PROJ.6HG00545110	0.00	0.00	0.00	0.00	0.00	0.00
transcript46115	HORVU.RGT_PLANET.PROJ.6HG00545130	2368.00	832.00	1784.00	1517.00	1163.00	1018.00
transcript46116	HORVU.RGT_PLANET.PROJ.6HG00545140	925.00	656.00	1133.00	843.00	762.00	1293.00
transcript46117	HORVU.RGT_PLANET.PROJ.6HG00545150	503.34	123.37	158.09	11.80	25.43	6.94
transcript46118	HORVU.RGT_PLANET.PROJ.6HG00545150	2587.66	1408.63	1832.91	97.20	80.57	53.06
transcript46119	HORVU.RGT_PLANET.PROJ.6HG00545160	328.00	204.00	376.00	279.00	239.00	253.00
transcript46120	HORVU.RGT_PLANET.PROJ.6HG00545170	0.00	0.00	0.00	0.00	0.00	0.00
transcript46121	HORVU.RGT_PLANET.PROJ.6HG00545180	0.00	0.00	0.00	0.00	0.00	0.00
transcript46122	HORVU.RGT_PLANET.PROJ.6HG00545190	232.00	136.00	174.00	167.00	162.00	137.00
transcript46124	HORVU.RGT_PLANET.PROJ.6HG00545210	0.00	0.00	0.00	0.00	0.00	0.00
transcript46125	HORVU.RGT_PLANET.PROJ.6HG00545220	0.00	0.00	0.00	0.00	0.00	0.00
transcript46126	HORVU.RGT_PLANET.PROJ.6HG00545230	0.00	0.00	0.00	0.00	0.00	0.00
transcript46127	HORVU.RGT_PLANET.PROJ.6HG00545240	0.00	0.00	0.00	0.00	0.00	0.00
transcript46128	HORVU.RGT_PLANET.PROJ.6HG00545250	0.00	0.00	0.00	0.00	0.00	0.00
transcript46130	HORVU.RGT_PLANET.PROJ.6HG00545260	0.00	0.00	0.00	0.00	0.00	0.00
transcript46131	HORVU.RGT_PLANET.PROJ.6HG00545270	1.00	0.00	0.00	0.00	0.00	0.00
transcript46133	HORVU.RGT_PLANET.PROJ.6HG00545280	0.00	0.00	0.00	0.00	0.00	0.00
transcript46134	HORVU.RGT_PLANET.PROJ.6HG00545290	2235.00	2914.00	2942.00	213.00	254.00	190.00
transcript46135	HORVU.RGT_PLANET.PROJ.6HG00545310	0.00	0.00	0.00	0.00	0.00	0.00
transcript46137	HORVU.RGT_PLANET.PROJ.6HG00545320	0.00	0.00	0.00	0.00	0.00	0.00
transcript46138	HORVU.RGT_PLANET.PROJ.6HG00545340	572.00	425.00	625.00	1084.00	1052.00	1216.00
transcript46139	HORVU.RGT_PLANET.PROJ.6HG00545350	56.00	54.00	12.00	7.00	6.00	5.00
transcript46140	HORVU.RGT_PLANET.PROJ.6HG00545360	4780.00	3332.00	3731.00	2388.00	1862.00	1756.00
